gene,symbol,p.value,adj.p
ENSG00000163288,GABRB1,0.888774435,0.991464648
ENSG00000115159,GPD2,0.888912561,0.991511296
ENSG00000137817,PARP6,0.88895839,0.991511296
ENSG00000130779,CLIP1,0.888997371,0.991511296
ENSG00000126822,PLEKHG3,0.889136178,0.99154428
ENSG00000140968,IRF8,0.889171684,0.99154428
ENSG00000215018,COL28A1,0.889251403,0.99154428
ENSG00000165660,FAM175B,0.889268447,0.99154428
ENSG00000144711,IQSEC1,0.889448046,0.991677207
ENSG00000023516,AKAP11,0.889512851,0.991682136
ENSG00000172006,ZNF554,0.889676142,0.991796856
ENSG00000174903,RAB1B,0.88974604,0.991807454
ENSG00000163660,CCNL1,0.889858059,0.991812186
ENSG00000197323,TRIM33,0.890058457,0.991812186
ENSG00000146859,TMEM140,0.89013384,0.991812186
ENSG00000170871,KIAA0232,0.890205748,0.991812186
ENSG00000104936,DMPK,0.890247356,0.991812186
ENSG00000152785,BMP3,0.890252001,0.991812186
ENSG00000095380,NANS,0.890272247,0.991812186
ENSG00000121716,PILRB,0.890366137,0.991812186
ENSG00000109103,UNC119,0.890445174,0.991812186
ENSG00000223459,FAM115B,0.890452136,0.991812186
ENSG00000265142,.,0.89045339,0.991812186
ENSG00000121281,ADCY7,0.890525989,0.991812186
ENSG00000259924,.,0.890556416,0.991812186
ENSG00000169981,ZNF35,0.890595768,0.991812186
ENSG00000198121,LPAR1,0.890756618,0.99189835
ENSG00000110756,HPS5,0.890816094,0.99189835
ENSG00000214106,.,0.89085433,0.99189835
ENSG00000156858,PRR14,0.891055829,0.991954143
ENSG00000229800,ATP8A2P2,0.891191429,0.991954143
ENSG00000133858,ZFC3H1,0.891247676,0.991954143
ENSG00000172086,KRCC1,0.891295959,0.991954143
ENSG00000225472,.,0.891323862,0.991954143
ENSG00000169604,ANTXR1,0.891326454,0.991954143
ENSG00000260122,.,0.891358692,0.991954143
ENSG00000038274,MAT2B,0.89140534,0.991954143
ENSG00000131584,ACAP3,0.891550605,0.991954143
ENSG00000149564,ESAM,0.891560387,0.991954143
ENSG00000141526,SLC16A3,0.891757738,0.991954143
ENSG00000088727,KIF9,0.891815221,0.991954143
ENSG00000138686,BBS7,0.891862754,0.991954143
ENSG00000127527,EPS15L1,0.89189204,0.991954143
ENSG00000143799,PARP1,0.891908272,0.991954143
ENSG00000212743,.,0.892012006,0.991954143
ENSG00000065357,DGKA,0.892032045,0.991954143
ENSG00000100354,TNRC6B,0.892061094,0.991954143
ENSG00000104765,BNIP3L,0.892219778,0.991954143
ENSG00000180229,HERC2P3,0.892251099,0.991954143
ENSG00000269190,FBXO17,0.892290934,0.991954143
ENSG00000185043,CIB1,0.89229106,0.991954143
ENSG00000184254,ALDH1A3,0.892421069,0.991954143
ENSG00000179632,MAF1,0.892442342,0.991954143
ENSG00000089902,RCOR1,0.892501157,0.991954143
ENSG00000172932,ANKRD13D,0.892528481,0.991954143
ENSG00000113712,CSNK1A1,0.892535247,0.991954143
ENSG00000080189,SLC35C2,0.892728558,0.992006626
ENSG00000009307,CSDE1,0.89274756,0.992006626
ENSG00000204084,INPP5B,0.892763681,0.992006626
ENSG00000170917,NUDT6,0.892845176,0.992016012
ENSG00000249626,.,0.893146293,0.992016012
ENSG00000135624,CCT7,0.893188622,0.992016012
ENSG00000182732,RGS6,0.893310981,0.992016012
ENSG00000144026,ZNF514,0.893324202,0.992016012
ENSG00000183090,FREM3,0.893331957,0.992016012
ENSG00000137824,FAM82A2,0.893348918,0.992016012
ENSG00000165030,NFIL3,0.893367379,0.992016012
ENSG00000267041,ZNF850,0.893431912,0.992016012
ENSG00000235831,BHLHE40-AS1,0.893463705,0.992016012
ENSG00000249850,.,0.89351741,0.992016012
ENSG00000164758,MED30,0.89353802,0.992016012
ENSG00000154447,SH3RF1,0.893557381,0.992016012
ENSG00000100246,DNAL4,0.8938795,0.99228812
ENSG00000127688,GAN,0.893923323,0.99228812
ENSG00000145191,EIF2B5,0.894089742,0.992324794
ENSG00000228300,C19orf24,0.894111902,0.992324794
ENSG00000197183,C20orf112,0.89413763,0.992324794
ENSG00000262580,.,0.894309293,0.992353698
ENSG00000214063,TSPAN4,0.894343335,0.992353698
ENSG00000116396,KCNC4,0.894587533,0.992353698
ENSG00000112992,NNT,0.894686982,0.992353698
ENSG00000160229,ZNF66P,0.894725585,0.992353698
ENSG00000051108,HERPUD1,0.894879722,0.992353698
ENSG00000144028,SNRNP200,0.894973968,0.992353698
ENSG00000235162,C12orf75,0.895071206,0.992353698
ENSG00000133135,RNF128,0.895173681,0.992353698
ENSG00000104805,NUCB1,0.895294381,0.992353698
ENSG00000077327,SPAG6,0.895346518,0.992353698
ENSG00000182979,MTA1,0.89537151,0.992353698
ENSG00000003509,NDUFAF7,0.895420517,0.992353698
ENSG00000169490,TM2D2,0.895473916,0.992353698
ENSG00000261439,.,0.895505427,0.992353698
ENSG00000179163,FUCA1,0.89554957,0.992353698
ENSG00000168702,LRP1B,0.895571846,0.992353698
ENSG00000088387,DOCK9,0.895685716,0.992353698
ENSG00000125772,GPCPD1,0.89569642,0.992353698
ENSG00000165887,ANKRD2,0.895759723,0.992353698
ENSG00000071655,MBD3,0.895796378,0.992353698
ENSG00000134371,CDC73,0.895852565,0.992353698
ENSG00000160216,AGPAT3,0.895857934,0.992353698
ENSG00000172465,TCEAL1,0.89590924,0.992353698
ENSG00000161091,MFSD12,0.895931547,0.992353698
ENSG00000177034,MTX3,0.895952122,0.992353698
ENSG00000083290,ULK2,0.89610659,0.992353698
ENSG00000137962,ARHGAP29,0.896120465,0.992353698
ENSG00000055950,MRPL43,0.896358522,0.992353698
ENSG00000205611,.,0.896372969,0.992353698
ENSG00000198300,PEG3,0.896403025,0.992353698
ENSG00000198286,CARD11,0.896437472,0.992353698
ENSG00000225400,.,0.896554557,0.992353698
ENSG00000176293,ZNF135,0.896653414,0.992353698
ENSG00000134376,CRB1,0.896766973,0.992353698
ENSG00000253636,.,0.896918289,0.992353698
ENSG00000164292,RHOBTB3,0.896962257,0.992353698
ENSG00000164326,CARTPT,0.897041351,0.992353698
ENSG00000166596,WDR16,0.897101717,0.992353698
ENSG00000196091,MYBPC1,0.897105375,0.992353698
ENSG00000172059,KLF11,0.897186105,0.992353698
ENSG00000160336,ZNF761,0.897276774,0.992353698
ENSG00000112541,PDE10A,0.897484245,0.992353698
ENSG00000257267,ZNF271,0.897582383,0.992353698
ENSG00000269696,.,0.897697679,0.992353698
ENSG00000167863,ATP5H,0.897737941,0.992353698
ENSG00000177200,CHD9,0.8977963,0.992353698
ENSG00000106993,CDC37L1,0.897800073,0.992353698
ENSG00000266413,.,0.897866867,0.992353698
ENSG00000103227,LMF1,0.89797504,0.992353698
ENSG00000112282,MED23,0.897990945,0.992353698
ENSG00000163520,FBLN2,0.898185928,0.992353698
ENSG00000125386,FAM193A,0.898233952,0.992353698
ENSG00000243701,.,0.898241288,0.992353698
ENSG00000131323,TRAF3,0.898312579,0.992353698
ENSG00000143549,TPM3,0.898342403,0.992353698
ENSG00000131238,PPT1,0.898402025,0.992353698
ENSG00000141367,CLTC,0.898427494,0.992353698
ENSG00000143340,FAM163A,0.898435563,0.992353698
ENSG00000128039,SRD5A3,0.898549546,0.992353698
ENSG00000235477,.,0.898554134,0.992353698
ENSG00000135549,PKIB,0.898637342,0.992353698
ENSG00000229807,XIST,0.898661822,0.992353698
ENSG00000165943,MOAP1,0.89875723,0.992353698
ENSG00000171311,EXOSC1,0.898769368,0.992353698
ENSG00000166165,CKB,0.898788395,0.992353698
ENSG00000100395,L3MBTL2,0.898811878,0.992353698
ENSG00000169764,UGP2,0.898853973,0.992353698
ENSG00000111331,OAS3,0.898914491,0.992353698
ENSG00000103248,MTHFSD,0.898915599,0.992353698
ENSG00000266340,.,0.898947412,0.992353698
ENSG00000025423,HSD17B6,0.898955967,0.992353698
ENSG00000147164,SNX12,0.898979119,0.992353698
ENSG00000145248,SLC10A4,0.899054715,0.992353698
ENSG00000169131,ZNF354A,0.899137984,0.992353698
ENSG00000138101,DTNB,0.899344548,0.992353698
ENSG00000179335,CLK3,0.899425729,0.992353698
ENSG00000176834,VSIG10,0.899459848,0.992353698
ENSG00000119650,IFT43,0.899550793,0.992353698
ENSG00000204442,FAM155A,0.899571311,0.992353698
ENSG00000090470,PDCD7,0.899638965,0.992353698
ENSG00000161243,FBXO27,0.899643874,0.992353698
ENSG00000205138,SDHAF1,0.899658364,0.992353698
ENSG00000227268,KLLN,0.899712595,0.992353698
ENSG00000164011,ZNF691,0.899752391,0.992353698
ENSG00000247828,TMEM161B-AS1,0.899788636,0.992353698
ENSG00000261728,.,0.899795387,0.992353698
ENSG00000241506,PSMC1P1,0.899905199,0.992353698
ENSG00000130529,TRPM4,0.899962101,0.992353698
ENSG00000187118,CMC1,0.899992058,0.992353698
ENSG00000185480,PARPBP,0.900101002,0.992353698
ENSG00000115234,SNX17,0.900473897,0.992353698
ENSG00000136197,C7orf25,0.90048638,0.992353698
ENSG00000144407,PTH2R,0.900675093,0.992353698
ENSG00000030110,BAK1,0.900700657,0.992353698
ENSG00000246477,.,0.900733386,0.992353698
ENSG00000006042,TMEM98,0.900738631,0.992353698
ENSG00000023330,ALAS1,0.900756917,0.992353698
ENSG00000125089,SH3TC1,0.900847221,0.992353698
ENSG00000103316,CRYM,0.900866633,0.992353698
ENSG00000218475,.,0.90099296,0.992353698
ENSG00000258185,.,0.901034172,0.992353698
ENSG00000215527,.,0.901035305,0.992353698
ENSG00000143363,PRUNE,0.901141751,0.992353698
ENSG00000120341,SEC16B,0.901243446,0.992353698
ENSG00000160716,CHRNB2,0.901352243,0.992353698
ENSG00000188039,NWD1,0.901361974,0.992353698
ENSG00000114166,KAT2B,0.901478953,0.992353698
ENSG00000196741,CXorf24,0.901521642,0.992353698
ENSG00000197903,HIST1H2BK,0.901638396,0.992353698
ENSG00000260987,.,0.901764861,0.992353698
ENSG00000133704,IPO8,0.901840564,0.992353698
ENSG00000111215,PRR4,0.901947512,0.992353698
ENSG00000253729,PRKDC,0.901990942,0.992353698
ENSG00000148362,C9orf142,0.90205864,0.992353698
ENSG00000071626,DAZAP1,0.902076363,0.992353698
ENSG00000105357,MYH14,0.902160039,0.992353698
ENSG00000168899,VAMP5,0.902188767,0.992353698
ENSG00000197181,PIWIL2,0.902196961,0.992353698
ENSG00000102316,MAGED2,0.902273884,0.992353698
ENSG00000051382,PIK3CB,0.902389765,0.992353698
ENSG00000163902,RPN1,0.902431716,0.992353698
ENSG00000154917,RAB6B,0.902439173,0.992353698
ENSG00000129292,PHF20L1,0.90244698,0.992353698
ENSG00000126254,RBM42,0.902451007,0.992353698
ENSG00000100285,NEFH,0.90248759,0.992353698
ENSG00000117862,TXNDC12,0.902525368,0.992353698
ENSG00000109066,TMEM104,0.902527848,0.992353698
ENSG00000152207,CYSLTR2,0.902560157,0.992353698
ENSG00000187566,NHLRC1,0.902782504,0.992353698
ENSG00000161914,ZNF653,0.902796227,0.992353698
ENSG00000140400,MAN2C1,0.902920155,0.992353698
ENSG00000158458,NRG2,0.902924512,0.992353698
ENSG00000124788,ATXN1,0.903036838,0.992353698
ENSG00000164171,ITGA2,0.903074024,0.992353698
ENSG00000158417,EIF5B,0.903087194,0.992353698
ENSG00000167202,TBC1D2B,0.90309666,0.992353698
ENSG00000069849,ATP1B3,0.903161859,0.992353698
ENSG00000215325,ASS1P10,0.903223793,0.992353698
ENSG00000258419,.,0.903225003,0.992353698
ENSG00000185433,LINC00158,0.903330127,0.992353698
ENSG00000136100,VPS36,0.903343598,0.992353698
ENSG00000152683,SLC30A6,0.903471606,0.992353698
ENSG00000235568,NFAM1,0.903482978,0.992353698
ENSG00000111276,CDKN1B,0.903527149,0.992353698
ENSG00000090006,LTBP4,0.903565334,0.992353698
ENSG00000086991,NOX4,0.903576679,0.992353698
ENSG00000119723,COQ6,0.903647297,0.992353698
ENSG00000152487,.,0.903648622,0.992353698
ENSG00000165684,SNAPC4,0.903664517,0.992353698
ENSG00000105552,BCAT2,0.903705706,0.992353698
ENSG00000250486,FAM218A,0.903760012,0.992353698
ENSG00000254893,.,0.90383065,0.992353698
ENSG00000140262,TCF12,0.903837459,0.992353698
ENSG00000112851,ERBB2IP,0.903870519,0.992353698
ENSG00000164128,NPY1R,0.90392977,0.992353698
ENSG00000169683,LRRC45,0.903968375,0.992353698
ENSG00000001497,LAS1L,0.904056019,0.992353698
ENSG00000250510,GPR162,0.904101504,0.992353698
ENSG00000079257,LXN,0.904108146,0.992353698
ENSG00000187715,KBTBD12,0.904168183,0.992353698
ENSG00000267904,.,0.904173395,0.992353698
ENSG00000163472,TMEM79,0.904177758,0.992353698
ENSG00000100473,COCH,0.904202296,0.992353698
ENSG00000185519,FAM131C,0.904228883,0.992353698
ENSG00000131748,STARD3,0.904249244,0.992353698
ENSG00000043355,ZIC2,0.904263792,0.992353698
ENSG00000252010,SCARNA5,0.904382784,0.992353698
ENSG00000221955,SLC12A8,0.904412772,0.992353698
ENSG00000122741,DCAF10,0.904508074,0.992353698
ENSG00000149476,DAK,0.904512269,0.992353698
ENSG00000162300,ZFPL1,0.904596272,0.992353698
ENSG00000081307,UBA5,0.904617136,0.992353698
ENSG00000160326,SLC2A6,0.904841751,0.992386913
ENSG00000168952,STXBP6,0.904859746,0.992386913
ENSG00000101146,RAE1,0.904926812,0.992386913
ENSG00000182923,CEP63,0.905119518,0.992386913
ENSG00000146729,GBAS,0.905119891,0.992386913
ENSG00000160908,ZNF394,0.90520561,0.992386913
ENSG00000133313,CNDP2,0.905361856,0.992386913
ENSG00000238243,OR2W3,0.905396436,0.992386913
ENSG00000164031,DNAJB14,0.905467009,0.992386913
ENSG00000198792,TMEM184B,0.905511203,0.992386913
ENSG00000175221,MED16,0.905563065,0.992386913
ENSG00000176463,SLCO3A1,0.905569059,0.992386913
ENSG00000179603,GRM8,0.905638867,0.992386913
ENSG00000144824,PHLDB2,0.905660693,0.992386913
ENSG00000186166,CCDC84,0.90569984,0.992386913
ENSG00000125445,MRPS7,0.905700352,0.992386913
ENSG00000217340,.,0.905703059,0.992386913
ENSG00000111875,ASF1A,0.90582157,0.992386913
ENSG00000106571,GLI3,0.905867562,0.992386913
ENSG00000105429,MEGF8,0.905893951,0.992386913
ENSG00000065413,ANKRD44,0.906013736,0.992386913
ENSG00000119969,HELLS,0.906024112,0.992386913
ENSG00000170525,PFKFB3,0.906111037,0.992386913
ENSG00000243156,MICAL3,0.906118262,0.992386913
ENSG00000185189,NRBP2,0.90620674,0.992386913
ENSG00000167182,SP2,0.906238774,0.992386913
ENSG00000051341,POLQ,0.906308495,0.992386913
ENSG00000168792,ABHD15,0.90633936,0.992386913
ENSG00000196581,AJAP1,0.90642176,0.992410971
ENSG00000144455,SUMF1,0.906616225,0.992514588
ENSG00000155275,TRMT44,0.906637268,0.992514588
ENSG00000082497,SERTAD4,0.906756442,0.992568551
ENSG00000068745,IP6K2,0.906812076,0.992568551
ENSG00000137960,GIPC2,0.906916591,0.992568551
ENSG00000168495,POLR3D,0.906928312,0.992568551
ENSG00000123610,TNFAIP6,0.907028733,0.992612307
ENSG00000118402,ELOVL4,0.907098873,0.992622921
ENSG00000116678,LEPR,0.907206594,0.992646282
ENSG00000132471,WBP2,0.907241106,0.992646282
ENSG00000142330,CAPN10,0.907457131,0.99274018
ENSG00000166167,BTRC,0.907500714,0.99274018
ENSG00000138795,LEF1,0.90750827,0.99274018
ENSG00000204909,SPINK9,0.907695498,0.992801839
ENSG00000071991,CDH19,0.907720913,0.992801839
ENSG00000101442,ACTR5,0.907745991,0.992801839
ENSG00000148814,LRRC27,0.907860319,0.99280708
ENSG00000261402,.,0.907871688,0.99280708
ENSG00000117877,CD3EAP,0.908174932,0.992857375
ENSG00000188342,GTF2F2,0.90818778,0.992857375
ENSG00000229180,.,0.908188789,0.992857375
ENSG00000167470,MIDN,0.908229231,0.992857375
ENSG00000111728,ST8SIA1,0.908247057,0.992857375
ENSG00000168434,COG7,0.908327005,0.992857375
ENSG00000111962,UST,0.908370361,0.992857375
ENSG00000232795,SCAND3P1,0.908512347,0.992857375
ENSG00000243715,CACNA2D3-AS1,0.908515961,0.992857375
ENSG00000068489,PRR11,0.908522233,0.992857375
ENSG00000166710,B2M,0.908688252,0.992911652
ENSG00000149577,SIDT2,0.908692817,0.992911652
ENSG00000175279,APITD1,0.908819637,0.99298416
ENSG00000094916,CBX5,0.909100531,0.993224988
ENSG00000118640,VAMP8,0.909234569,0.99325573
ENSG00000187094,CCK,0.909253046,0.99325573
ENSG00000166444,ST5,0.909349715,0.99325573
ENSG00000245105,A2M-AS1,0.909370588,0.99325573
ENSG00000266469,.,0.90943812,0.993263433
ENSG00000169255,B3GALNT1,0.909677175,0.993389594
ENSG00000196588,MKL1,0.909705,0.993389594
ENSG00000246560,.,0.90973695,0.993389594
ENSG00000153495,TEX29,0.909815321,0.993389594
ENSG00000130294,KIF1A,0.909943698,0.993389594
ENSG00000172878,METAP1D,0.909960548,0.993389594
ENSG00000040199,PHLPP2,0.910033743,0.993389594
ENSG00000185838,GNB1L,0.910140298,0.993389594
ENSG00000164169,PRMT10,0.91015474,0.993389594
ENSG00000172687,ZNF738,0.910158511,0.993389594
ENSG00000138346,DNA2,0.910231206,0.993402917
ENSG00000146776,ATXN7L1,0.910355446,0.993465483
ENSG00000169020,ATP5I,0.910490976,0.993465483
ENSG00000168918,INPP5D,0.910558161,0.993465483
ENSG00000161509,GRIN2C,0.910585482,0.993465483
ENSG00000186907,RTN4RL2,0.910590995,0.993465483
ENSG00000160209,PDXK,0.910833644,0.993521602
ENSG00000260077,.,0.910908025,0.993521602
ENSG00000187066,.,0.910952919,0.993521602
ENSG00000166046,TCP11L2,0.910986213,0.993521602
ENSG00000064309,CDON,0.911005506,0.993521602
ENSG00000171475,WIPF2,0.911032705,0.993521602
ENSG00000176715,ACSF3,0.911065903,0.993521602
ENSG00000141568,FOXK2,0.911140613,0.993537101
ENSG00000151276,MAGI1,0.911300856,0.993627423
ENSG00000137807,KIF23,0.911499388,0.993627423
ENSG00000176623,FAM82B,0.911584914,0.993627423
ENSG00000143631,FLG,0.911602042,0.993627423
ENSG00000257027,.,0.911603746,0.993627423
ENSG00000126003,PLAGL2,0.911663156,0.993627423
ENSG00000225241,NBPF8,0.911677735,0.993627423
ENSG00000109062,SLC9A3R1,0.911749792,0.993627423
ENSG00000056097,ZFR,0.911767964,0.993627423
ENSG00000113761,ZNF346,0.911844852,0.993645279
ENSG00000125347,IRF1,0.912012483,0.99376201
ENSG00000139438,FAM222A,0.912226711,0.993839763
ENSG00000123975,CKS2,0.912255121,0.993839763
ENSG00000088833,NSFL1C,0.912300998,0.993839763
ENSG00000248360,LINC00504,0.9123259,0.993839763
ENSG00000203739,.,0.912494041,0.993858592
ENSG00000164751,PEX2,0.912502891,0.993858592
ENSG00000174776,WDR49,0.912538106,0.993858592
ENSG00000127957,PMS2P3,0.91258525,0.993858592
ENSG00000049192,ADAMTS6,0.912705348,0.993882704
ENSG00000112081,SRSF3,0.912728426,0.993882704
ENSG00000233251,.,0.912825722,0.993896498
ENSG00000178175,ZNF366,0.913022737,0.993896498
ENSG00000173801,JUP,0.913050242,0.993896498
ENSG00000181789,COPG1,0.913139446,0.993896498
ENSG00000109111,SUPT6H,0.913222413,0.993896498
ENSG00000163507,KIAA1524,0.913260066,0.993896498
ENSG00000143924,EML4,0.913302056,0.993896498
ENSG00000260093,.,0.913364316,0.993896498
ENSG00000249437,NAIP,0.913396976,0.993896498
ENSG00000204176,SYT15,0.913400851,0.993896498
ENSG00000101353,C20orf132,0.913406798,0.993896498
ENSG00000188554,NBR1,0.913626529,0.993910327
ENSG00000137193,PIM1,0.913651217,0.993910327
ENSG00000259969,.,0.913807925,0.993910327
ENSG00000166704,ZNF606,0.913811944,0.993910327
ENSG00000104886,PLEKHJ1,0.913827386,0.993910327
ENSG00000185829,ARL17A,0.913836882,0.993910327
ENSG00000144229,THSD7B,0.914023233,0.993910327
ENSG00000078618,NRD1,0.914058042,0.993910327
ENSG00000165805,C12orf50,0.914092003,0.993910327
ENSG00000184672,RALYL,0.914113868,0.993910327
ENSG00000241570,.,0.914114602,0.993910327
ENSG00000198563,DDX39B,0.91414574,0.993910327
ENSG00000157103,SLC6A1,0.914340885,0.993912348
ENSG00000110619,CARS,0.914361612,0.993912348
ENSG00000189045,ANKDD1B,0.91437335,0.993912348
ENSG00000121905,HPCA,0.914501197,0.993912348
ENSG00000149294,NCAM1,0.914507273,0.993912348
ENSG00000121005,CRISPLD1,0.91459959,0.993912348
ENSG00000197993,KEL,0.914606483,0.993912348
ENSG00000196924,FLNA,0.914631755,0.993912348
ENSG00000167074,TEF,0.914814522,0.994003087
ENSG00000130066,SAT1,0.914908636,0.994003087
ENSG00000134046,MBD2,0.914998371,0.994003087
ENSG00000248828,.,0.915108384,0.994003087
ENSG00000087842,PIR,0.915139885,0.994003087
ENSG00000164125,FAM198B,0.915190532,0.994003087
ENSG00000132141,CCT6B,0.915200893,0.994003087
ENSG00000125944,HNRNPR,0.915411609,0.994003087
ENSG00000164056,SPRY1,0.915550372,0.994003087
ENSG00000100987,VSX1,0.915596011,0.994003087
ENSG00000259905,PWRN1,0.915623697,0.994003087
ENSG00000267508,ZNF285,0.9156884,0.994003087
ENSG00000187772,LIN28B,0.915726425,0.994003087
ENSG00000128482,RNF112,0.915883666,0.994003087
ENSG00000119421,NDUFA8,0.915900131,0.994003087
ENSG00000172031,EPHX4,0.916041339,0.994003087
ENSG00000204482,LST1,0.9161762,0.994003087
ENSG00000163156,SCNM1,0.916203279,0.994003087
ENSG00000107890,ANKRD26,0.916304775,0.994003087
ENSG00000144554,FANCD2,0.916399143,0.994003087
ENSG00000258302,.,0.916481291,0.994003087
ENSG00000169439,SDC2,0.91663764,0.994003087
ENSG00000158023,WDR66,0.916698408,0.994003087
ENSG00000261520,DLGAP1-AS5,0.916726769,0.994003087
ENSG00000174842,GLMN,0.91673184,0.994003087
ENSG00000145782,ATG12,0.916744963,0.994003087
ENSG00000054793,ATP9A,0.916765911,0.994003087
ENSG00000164588,HCN1,0.916780237,0.994003087
ENSG00000185669,SNAI3,0.916878071,0.994003087
ENSG00000112576,CCND3,0.916939254,0.994003087
ENSG00000175697,GPR156,0.916959037,0.994003087
ENSG00000234741,GAS5,0.916998011,0.994003087
ENSG00000165186,PTCHD1,0.917289147,0.994003087
ENSG00000261019,.,0.91729229,0.994003087
ENSG00000127083,OMD,0.917423292,0.994003087
ENSG00000117906,RCN2,0.91747778,0.994003087
ENSG00000121083,DYNLL2,0.917481251,0.994003087
ENSG00000139722,VPS37B,0.917513604,0.994003087
ENSG00000139645,ANKRD52,0.917685283,0.994003087
ENSG00000065135,GNAI3,0.917744461,0.994003087
ENSG00000116478,HDAC1,0.91777532,0.994003087
ENSG00000074657,ZNF532,0.91784515,0.994003087
ENSG00000164675,IQUB,0.917927217,0.994003087
ENSG00000268205,.,0.917943153,0.994003087
ENSG00000149483,TMEM138,0.917977534,0.994003087
ENSG00000115112,TFCP2L1,0.918034608,0.994003087
ENSG00000154059,IMPACT,0.91805636,0.994003087
ENSG00000173890,GPR160,0.918067343,0.994003087
ENSG00000135362,PRR5L,0.918353435,0.994003087
ENSG00000117262,GPR89A,0.918355599,0.994003087
ENSG00000065615,CYB5R4,0.91849872,0.994003087
ENSG00000100906,NFKBIA,0.918523399,0.994003087
ENSG00000108840,HDAC5,0.91859622,0.994003087
ENSG00000061987,MON2,0.918661006,0.994003087
ENSG00000249853,HS3ST5,0.918803948,0.994003087
ENSG00000198399,ITSN2,0.918844807,0.994003087
ENSG00000157540,DYRK1A,0.918894521,0.994003087
ENSG00000156973,PDE6D,0.918894892,0.994003087
ENSG00000140307,GTF2A2,0.918944797,0.994003087
ENSG00000137411,VARS2,0.919030826,0.994003087
ENSG00000138604,GLCE,0.919098851,0.994003087
ENSG00000212950,.,0.91928973,0.994003087
ENSG00000169359,SLC33A1,0.919381856,0.994003087
ENSG00000011132,APBA3,0.919406316,0.994003087
ENSG00000023228,NDUFS1,0.919470536,0.994003087
ENSG00000119574,ZBTB45,0.91953262,0.994003087
ENSG00000136827,TOR1A,0.919569813,0.994003087
ENSG00000106244,PDAP1,0.919609222,0.994003087
ENSG00000057252,SOAT1,0.919610391,0.994003087
ENSG00000162819,BROX,0.919612276,0.994003087
ENSG00000108010,GLRX3,0.919645148,0.994003087
ENSG00000156853,ZNF689,0.919715259,0.994003087
ENSG00000197070,ARRDC1,0.919774553,0.994003087
ENSG00000097021,ACOT7,0.919792001,0.994003087
ENSG00000169410,PTPN9,0.919880726,0.994003087
ENSG00000224032,EPB41L4A-AS1,0.919910245,0.994003087
ENSG00000174473,GALNTL6,0.919941474,0.994003087
ENSG00000104299,INTS9,0.919965621,0.994003087
ENSG00000176714,CCDC121,0.920023265,0.994003087
ENSG00000125746,EML2,0.92013709,0.994003087
ENSG00000261056,.,0.920164056,0.994003087
ENSG00000232838,PET117,0.920249655,0.994003087
ENSG00000104408,EIF3E,0.92026854,0.994003087
ENSG00000132763,MMACHC,0.920289302,0.994003087
ENSG00000175600,C7orf10,0.920308834,0.994003087
ENSG00000085511,MAP3K4,0.920443824,0.994003087
ENSG00000023041,ZDHHC6,0.920459745,0.994003087
ENSG00000240747,KRBOX1,0.920633376,0.994003087
ENSG00000259668,.,0.920681153,0.994003087
ENSG00000139410,SDSL,0.920701989,0.994003087
ENSG00000197748,WDR96,0.920705109,0.994003087
ENSG00000248049,.,0.920711439,0.994003087
ENSG00000155380,SLC16A1,0.920756619,0.994003087
ENSG00000150051,MKX,0.920774845,0.994003087
ENSG00000138439,FAM117B,0.92080021,0.994003087
ENSG00000167210,LOXHD1,0.920805445,0.994003087
ENSG00000178035,IMPDH2,0.920813127,0.994003087
ENSG00000232013,.,0.920813665,0.994003087
ENSG00000196821,C6orf106,0.920830954,0.994003087
ENSG00000186026,ZNF284,0.920901595,0.994003087
ENSG00000142188,TMEM50B,0.920921737,0.994003087
ENSG00000112293,GPLD1,0.920939972,0.994003087
ENSG00000090238,YPEL3,0.920949338,0.994003087
ENSG00000119636,CCDC176,0.921075066,0.994073458
ENSG00000197594,ENPP1,0.921165819,0.994073486
ENSG00000198150,.,0.921291094,0.994073486
ENSG00000237238,.,0.921327446,0.994073486
ENSG00000053108,FSTL4,0.921367813,0.994073486
ENSG00000176769,TCERG1L,0.921447087,0.994073486
ENSG00000198131,ZNF544,0.921606251,0.994073486
ENSG00000143869,GDF7,0.921640663,0.994073486
ENSG00000152270,PDE3B,0.921648654,0.994073486
ENSG00000120129,DUSP1,0.921649902,0.994073486
ENSG00000228508,.,0.921683953,0.994073486
ENSG00000221962,TMEM14E,0.921743297,0.994073486
ENSG00000169696,ASPSCR1,0.921801445,0.994073486
ENSG00000110955,ATP5B,0.922072323,0.994152081
ENSG00000196367,TRRAP,0.922105499,0.994152081
ENSG00000114767,RRP9,0.922271561,0.994152081
ENSG00000251160,.,0.922301866,0.994152081
ENSG00000198060,MARCH5,0.922350701,0.994152081
ENSG00000144406,UNC80,0.922383331,0.994152081
ENSG00000102755,FLT1,0.922399002,0.994152081
ENSG00000146574,CCZ1B,0.922499229,0.994152081
ENSG00000230055,CISD3,0.922672111,0.994152081
ENSG00000127080,IPPK,0.922684396,0.994152081
ENSG00000159128,IFNGR2,0.922705369,0.994152081
ENSG00000135637,CCDC142,0.922720684,0.994152081
ENSG00000247199,.,0.922830395,0.994152081
ENSG00000225725,FAM66E,0.922919551,0.994152081
ENSG00000147419,CCDC25,0.922979375,0.994152081
ENSG00000163904,SENP2,0.923005848,0.994152081
ENSG00000056277,ZNF280C,0.923041419,0.994152081
