gene,symbol,p.value,adj.p
ENSG00000169967,MAP3K2,0.001395,0.043555295
ENSG00000267940,.,0.001401,0.043659626
ENSG00000255571,.,0.001405,0.043701354
ENSG00000176209,C8orf40,0.001417,0.043991287
ENSG00000160783,PMF1,0.001424,0.044061707
ENSG00000104524,PYCRL,0.001426,0.044061707
ENSG00000261050,.,0.001428,0.044061707
ENSG00000178980,SEPW1,0.00143,0.044061707
ENSG00000236194,.,0.001438,0.044225232
ENSG00000174197,MGA,0.001449,0.044480237
ENSG00000139117,CPNE8,0.001455,0.044506941
ENSG00000143140,GJA5,0.001457,0.044506941
ENSG00000049089,COL9A2,0.001458,0.044506941
ENSG00000141298,SSH2,0.001467,0.04467177
ENSG00000150967,ABCB9,0.001471,0.04467177
ENSG00000017483,SLC38A5,0.001474,0.04467177
ENSG00000085224,ATRX,0.001475,0.04467177
ENSG00000218336,TENM3,0.001477,0.04467177
ENSG00000214253,FIS1,0.001485,0.044757187
ENSG00000144504,ANKMY1,0.001486,0.044757187
ENSG00000179178,TMEM125,0.001488,0.044757187
ENSG00000135363,LMO2,0.001495,0.04488553
ENSG00000122490,PQLC1,0.001505,0.045022184
ENSG00000158717,RNF166,0.001507,0.045022184
ENSG00000115904,SOS1,0.001508,0.045022184
ENSG00000138071,ACTR2,0.001511,0.045022184
ENSG00000180720,CHRM4,0.001515,0.045022184
ENSG00000204228,HSD17B8,0.001516,0.045022184
ENSG00000109189,USP46,0.001519,0.04502985
ENSG00000089916,GPATCH2L,0.001526,0.045155852
ENSG00000160551,TAOK1,0.001533,0.045281401
ENSG00000175455,CCDC14,0.001541,0.045354557
ENSG00000135617,PRADC1,0.001541,0.045354557
ENSG00000168067,MAP4K2,0.001561,0.045696277
ENSG00000092758,COL9A3,0.001566,0.045696277
ENSG00000161642,ZNF385A,0.001567,0.045696277
ENSG00000198482,ZNF808,0.001568,0.045696277
ENSG00000156531,PHF6,0.00157,0.045696277
ENSG00000136279,DBNL,0.001576,0.045696277
ENSG00000198785,GRIN3A,0.001578,0.045696277
ENSG00000257315,ZBED6,0.001579,0.045696277
ENSG00000130227,XPO7,0.001581,0.045696277
ENSG00000136877,FPGS,0.001582,0.045696277
ENSG00000128585,MKLN1,0.001585,0.045696277
ENSG00000251348,HSPD1P11,0.001586,0.045696277
ENSG00000166166,TRMT61A,0.001594,0.045743644
ENSG00000177182,CLVS1,0.001595,0.045743644
ENSG00000162551,ALPL,0.001596,0.045743644
ENSG00000071537,SEL1L,0.001623,0.046377429
ENSG00000197714,ZNF460,0.001626,0.046377429
ENSG00000265148,BZRAP1-AS1,0.001636,0.046377429
ENSG00000149823,VPS51,0.001637,0.046377429
ENSG00000178467,P4HTM,0.001643,0.046377429
ENSG00000174516,PELI3,0.001644,0.046377429
ENSG00000125611,CHCHD5,0.001645,0.046377429
ENSG00000136731,UGGT1,0.001645,0.046377429
ENSG00000110876,SELPLG,0.001645,0.046377429
ENSG00000196660,SLC30A10,0.001649,0.046377429
ENSG00000160097,FNDC5,0.001652,0.046377429
ENSG00000108424,KPNB1,0.001652,0.046377429
ENSG00000169900,PYDC1,0.001663,0.046606568
ENSG00000229801,.,0.00167,0.046723015
ENSG00000102554,KLF5,0.001676,0.046811136
ENSG00000099957,P2RX6,0.001679,0.046815309
ENSG00000156675,RAB11FIP1,0.001689,0.046942639
ENSG00000087053,MTMR2,0.001691,0.046942639
ENSG00000157224,CLDN12,0.001695,0.046942639
ENSG00000105701,FKBP8,0.001695,0.046942639
ENSG00000106305,AIMP2,0.001701,0.0470295
ENSG00000059728,MXD1,0.001716,0.047364484
ENSG00000152409,JMY,0.001721,0.047370864
ENSG00000141258,SGSM2,0.001722,0.047370864
ENSG00000083838,ZNF446,0.001728,0.047456428
ENSG00000157106,SMG1,0.001731,0.047459454
ENSG00000164405,UQCRQ,0.001737,0.047492802
ENSG00000151461,UPF2,0.001738,0.047492802
ENSG00000183798,EMILIN3,0.001743,0.047550314
ENSG00000147041,SYTL5,0.001746,0.047553164
ENSG00000196632,WNK3,0.001765,0.047602899
ENSG00000158711,ELK4,0.001766,0.047602899
ENSG00000148341,SH3GLB2,0.001769,0.047602899
ENSG00000260412,.,0.001772,0.047602899
ENSG00000143314,MRPL24,0.001773,0.047602899
ENSG00000211456,SACM1L,0.001774,0.047602899
ENSG00000248455,.,0.001775,0.047602899
ENSG00000167702,KIFC2,0.001775,0.047602899
ENSG00000055917,PUM2,0.001778,0.047602899
ENSG00000251011,.,0.001786,0.047602899
ENSG00000128159,TUBGCP6,0.001788,0.047602899
ENSG00000100614,PPM1A,0.00179,0.047602899
ENSG00000188613,NANOS1,0.001795,0.047602899
ENSG00000254531,.,0.001796,0.047602899
ENSG00000176194,CIDEA,0.001797,0.047602899
ENSG00000081019,RSBN1,0.001797,0.047602899
ENSG00000113448,PDE4D,0.001798,0.047602899
ENSG00000198892,SHISA4,0.0018,0.047602899
ENSG00000163719,MTMR14,0.001813,0.047819136
ENSG00000144747,TMF1,0.001814,0.047819136
ENSG00000133961,NUMB,0.001829,0.047859076
ENSG00000148334,PTGES2,0.001829,0.047859076
ENSG00000205155,PSENEN,0.00183,0.047859076
ENSG00000048052,HDAC9,0.001832,0.047859076
ENSG00000117411,B4GALT2,0.001833,0.047859076
ENSG00000157542,KCNJ6,0.001833,0.047859076
ENSG00000173575,CHD2,0.001836,0.047861314
ENSG00000196850,PPTC7,0.001839,0.047863545
ENSG00000105472,CLEC11A,0.001842,0.047865769
ENSG00000120694,HSPH1,0.001848,0.04794582
ENSG00000129009,ISLR,0.001855,0.048051522
ENSG00000133561,GIMAP6,0.001866,0.048260343
ENSG00000180801,ARSJ,0.001872,0.048315074
ENSG00000141485,SLC13A5,0.001874,0.048315074
ENSG00000221990,C5orf55,0.001878,0.04834231
ENSG00000119383,PPP2R4,0.001882,0.048369462
ENSG00000184999,SLC22A10,0.001887,0.048422189
ENSG00000143774,GUK1,0.001892,0.048474752
ENSG00000249717,.,0.001899,0.048506322
ENSG00000196358,NTNG2,0.001901,0.048506322
ENSG00000100767,PAPLN,0.001905,0.048506322
ENSG00000102081,FMR1,0.001907,0.048506322
ENSG00000168772,CXXC4,0.001908,0.048506322
ENSG00000247572,.,0.001916,0.048535153
ENSG00000214216,IQCJ,0.001916,0.048535153
ENSG00000020577,SAMD4A,0.001918,0.048535153
ENSG00000159069,FBXW5,0.001925,0.048637346
ENSG00000100100,PIK3IP1,0.001935,0.048791149
ENSG00000125864,BFSP1,0.001938,0.048791149
ENSG00000158008,EXTL1,0.00194,0.048791149
ENSG00000138641,HERC3,0.001952,0.048968121
ENSG00000198797,FAM5B,0.001953,0.048968121
ENSG00000121274,PAPD5,0.001957,0.048993614
ENSG00000136381,IREB2,0.001962,0.049044027
ENSG00000211584,SLC48A1,0.001968,0.049119246
ENSG00000133640,LRRIQ1,0.001972,0.049144395
ENSG00000174939,ASPHD1,0.001993,0.049516707
ENSG00000204099,NEU4,0.001994,0.049516707
ENSG00000137075,RNF38,0.001998,0.049516707
ENSG00000110200,ANAPC15,0.001999,0.049516707
ENSG00000164070,HSPA4L,0.002005,0.049540659
ENSG00000077044,DGKD,0.002006,0.049540659
ENSG00000100577,GSTZ1,0.002021,0.049581133
ENSG00000075711,DLG1,0.002029,0.049581133
ENSG00000226124,.,0.002037,0.049581133
ENSG00000173517,.,0.002037,0.049581133
ENSG00000072364,AFF4,0.002041,0.049581133
ENSG00000145715,RASA1,0.002041,0.049581133
ENSG00000204396,VWA7,0.002042,0.049581133
ENSG00000175283,DOLK,0.002045,0.049581133
ENSG00000178184,PARD6G,0.002047,0.049581133
ENSG00000049449,RCN1,0.002049,0.049581133
ENSG00000145780,FEM1C,0.002055,0.049581133
ENSG00000205765,C5orf51,0.002056,0.049581133
ENSG00000126814,TRMT5,0.002057,0.049581133
ENSG00000113163,COL4A3BP,0.002059,0.049581133
ENSG00000164023,SGMS2,0.002062,0.049581133
ENSG00000178568,ERBB4,0.002062,0.049581133
ENSG00000084636,COL16A1,0.002062,0.049581133
ENSG00000214113,LYRM4,0.002065,0.049581133
ENSG00000121753,BAI2,0.002065,0.049581133
ENSG00000163382,APOA1BP,0.002072,0.049676578
ENSG00000143375,CGN,0.002083,0.049768107
ENSG00000197728,RPS26,0.002084,0.049768107
ENSG00000070526,ST6GALNAC1,0.002089,0.049768107
ENSG00000198728,LDB1,0.002091,0.049768107
ENSG00000086712,TXLNG,0.002092,0.049768107
ENSG00000110367,DDX6,0.002094,0.049768107
ENSG00000082512,TRAF5,0.002108,0.049956254
ENSG00000105877,DNAH11,0.002108,0.049956254
ENSG00000125449,ARMC7,0.002200741,0.052078924
ENSG00000153201,RANBP2,0.002213804,0.052312657
ENSG00000101782,RIOK3,0.002261469,0.053362222
ENSG00000110274,CEP164,0.002305403,0.054320854
ENSG00000111052,LIN7A,0.002439377,0.057395245
ENSG00000091136,LAMB1,0.002487955,0.058454493
ENSG00000244879,GABPB1-AS1,0.002494445,0.05852325
ENSG00000153714,LURAP1L,0.002505043,0.058688036
ENSG00000187667,WHAMMP3,0.002527441,0.059128444
ENSG00000077232,DNAJC10,0.002553244,0.059647115
ENSG00000243899,BMS1P7,0.002565351,0.059844839
ENSG00000158234,FAIM,0.00260034,0.060575006
ENSG00000223653,.,0.002704823,0.06291971
ENSG00000184005,ST6GALNAC3,0.002920485,0.067755564
ENSG00000203761,.,0.002920961,0.067755564
ENSG00000178860,MSC,0.003177369,0.073501497
ENSG00000074696,PTPLAD1,0.003177621,0.073501497
ENSG00000133315,MACROD1,0.003199181,0.073896132
ENSG00000250198,.,0.003269857,0.075422568
ENSG00000134996,OSTF1,0.003307279,0.076178731
ENSG00000188517,COL25A1,0.00332051,0.076376382
ENSG00000134215,VAV3,0.003382967,0.077704154
ENSG00000180979,LRRC57,0.003429381,0.078660235
ENSG00000187984,ANKRD19P,0.00348298,0.07977822
ENSG00000115318,LOXL3,0.003498697,0.080026593
ENSG00000169727,GPS1,0.003506603,0.080095882
ENSG00000149452,SLC22A8,0.003563174,0.081275018
ENSG00000260721,.,0.003690292,0.084057781
ENSG00000139973,SYT16,0.003727359,0.08478451
ENSG00000165659,DACH1,0.00385388,0.087541174
ENSG00000184979,USP18,0.00405032,0.091876243
ENSG00000140905,GCSH,0.004087549,0.092592849
ENSG00000160087,UBE2J2,0.004106799,0.09290078
ENSG00000127184,COX7C,0.00433707,0.09797484
ENSG00000120784,ZFP30,0.004353421,0.098209115
ENSG00000242622,.,0.004374899,0.09855825
ENSG00000213390,ARHGAP19,0.004384751,0.098644885
ENSG00000070047,PHRF1,0.004398536,0.098819634
ENSG00000164692,COL1A2,0.004482665,0.100572148
ENSG00000066044,ELAVL1,0.004575137,0.102506788
ENSG00000143819,EPHX1,0.004714746,0.105490838
ENSG00000130821,SLC6A8,0.004722819,0.105527695
ENSG00000160712,IL6R,0.004932634,0.110066107
ENSG00000205358,MT1H,0.004966168,0.110664017
ENSG00000038427,VCAN,0.005080625,0.113061125
ENSG00000129084,PSMA1,0.005131548,0.11403981
ENSG00000164080,RAD54L2,0.005232402,0.11602968
ENSG00000123545,NDUFAF4,0.005235218,0.11602968
ENSG00000145996,CDKAL1,0.005272353,0.116695222
ENSG00000162607,USP1,0.005403349,0.11943365
ENSG00000185818,NAT8L,0.005412648,0.119478395
ENSG00000233757,.,0.005436011,0.119833041
ENSG00000081177,EXD2,0.005479351,0.12062652
ENSG00000242110,AMACR,0.005544701,0.121844412
ENSG00000165060,FXN,0.005549511,0.121844412
ENSG00000233822,HIST1H2BN,0.005676433,0.124464688
ENSG00000158683,PKD1L1,0.005731494,0.12550444
ENSG00000145864,GABRB2,0.005801285,0.126863529
ENSG00000102312,PORCN,0.005906487,0.128992341
ENSG00000067533,RRP15,0.005925741,0.129240953
ENSG00000185742,C11orf87,0.005961673,0.129852188
ENSG00000169379,ARL13B,0.005972485,0.129915388
ENSG00000179152,TCAIM,0.005988132,0.130083464
ENSG00000196810,CTBP1-AS1,0.00628767,0.136256769
ENSG00000001631,KRIT1,0.006291791,0.136256769
ENSG00000115339,GALNT3,0.006297198,0.136256769
ENSG00000173227,SYT12,0.006377529,0.13778737
ENSG00000188647,PTAR1,0.006384716,0.13778737
ENSG00000103222,ABCC1,0.00643775,0.138749574
ENSG00000137776,SLTM,0.006618146,0.142352948
ENSG00000179526,SHARPIN,0.006622277,0.142352948
ENSG00000171469,ZNF561,0.006722594,0.144320477
ENSG00000100403,ZC3H7B,0.006743179,0.144573407
ENSG00000042493,CAPG,0.006801444,0.14563249
ENSG00000083845,RPS5,0.006823678,0.145918309
ENSG00000149305,HTR3B,0.006864913,0.146609195
ENSG00000055147,FAM114A2,0.006914942,0.147485841
ENSG00000212719,C17orf51,0.006982701,0.14873787
ENSG00000111667,USP5,0.007032252,0.149504323
ENSG00000186566,GPATCH8,0.00703689,0.149504323
ENSG00000256392,.,0.007129903,0.151284753
ENSG00000152953,STK32B,0.007221593,0.15303254
ENSG00000113749,HRH2,0.007277836,0.15402564
ENSG00000183688,FAM101B,0.007422807,0.156891572
ENSG00000120875,DUSP4,0.007445577,0.157051463
ENSG00000067182,TNFRSF1A,0.007455129,0.157051463
ENSG00000153107,ANAPC1,0.00745906,0.157051463
ENSG00000151490,PTPRO,0.007469232,0.157064263
ENSG00000238197,GCFC1-AS1,0.007543917,0.158431907
ENSG00000154330,PGM5,0.007561609,0.158600652
ENSG00000050820,BCAR1,0.007622879,0.159681823
ENSG00000185920,PTCH1,0.007788341,0.16294004
ENSG00000122257,RBBP6,0.007924437,0.165576369
ENSG00000239672,NME1,0.007972963,0.166378609
ENSG00000233369,.,0.008012502,0.166991523
ENSG00000133657,ATP13A3,0.00813302,0.169288444
ENSG00000185262,FAM100B,0.008218476,0.170850671
ENSG00000132872,SYT4,0.008289288,0.172104905
ENSG00000183978,COA3,0.008608717,0.178295961
ENSG00000113119,TMCO6,0.008609225,0.178295961
ENSG00000131473,ACLY,0.008620045,0.178295961
ENSG00000171435,KSR2,0.008642896,0.178543754
ENSG00000118816,CCNI,0.008830977,0.182199917
ENSG00000205323,SARNP,0.008845016,0.182260596
ENSG00000185869,ZNF829,0.008859244,0.182325019
ENSG00000174799,CEP135,0.008917293,0.183175415
ENSG00000177707,PVRL3,0.008930466,0.183175415
ENSG00000204576,PRR3,0.008934026,0.183175415
ENSG00000164978,NUDT2,0.008973345,0.183752171
ENSG00000131844,MCCC2,0.009061187,0.185319896
ENSG00000185000,DGAT1,0.009190976,0.187476469
ENSG00000233008,.,0.009199843,0.187476469
ENSG00000158006,PAFAH2,0.009200879,0.187476469
ENSG00000152359,POC5,0.009257584,0.188398134
ENSG00000012232,EXTL3,0.009344199,0.189925464
ENSG00000148798,INA,0.009404313,0.190911039
ENSG00000230606,.,0.00946555,0.191916957
ENSG00000136297,MMD2,0.009526775,0.192920121
ENSG00000167967,E4F1,0.009564091,0.193437276
ENSG00000112664,NUDT3,0.009592423,0.193728833
ENSG00000185068,GTF2H5,0.009602099,0.193728833
ENSG00000259153,.,0.00962061,0.193864138
ENSG00000156253,RWDD2B,0.009671325,0.194647263
ENSG00000147133,TAF1,0.009758731,0.196166017
ENSG00000229852,.,0.00977325,0.196217716
ENSG00000065320,NTN1,0.009871652,0.19795133
ENSG00000249673,NOP14-AS1,0.009941848,0.199115808
ENSG00000145244,CORIN,0.00996316,0.199299608
ENSG00000172572,PDE3A,0.010045646,0.200705165
ENSG00000184545,DUSP8,0.010059964,0.200747006
ENSG00000141642,ELAC1,0.010276968,0.20482845
ENSG00000226752,.,0.010330509,0.205602849
ENSG00000157601,MX1,0.010340861,0.205602849
ENSG00000129535,NRL,0.01037089,0.205950572
ENSG00000181409,AATK,0.010634314,0.210926732
ENSG00000106089,STX1A,0.010649487,0.210965451
ENSG00000116750,UCHL5,0.010661957,0.210965451
ENSG00000090920,FCGBP,0.010701059,0.211484349
ENSG00000124615,MOCS1,0.010764654,0.212485481
ENSG00000165288,BRWD3,0.010778454,0.212502458
ENSG00000166033,HTRA1,0.010991966,0.216452117
ENSG00000101160,CTSZ,0.011024915,0.21684093
ENSG00000157350,ST3GAL2,0.011067462,0.21723813
ENSG00000155816,FMN2,0.011071565,0.21723813
ENSG00000268001,.,0.011100768,0.217551208
ENSG00000162711,NLRP3,0.011177613,0.218796108
ENSG00000163728,TTC14,0.011205454,0.219079957
ENSG00000171189,GRIK1,0.011267811,0.220037171
ENSG00000134602,.,0.011362792,0.221601927
ENSG00000107731,UNC5B,0.011376027,0.221601927
ENSG00000135333,EPHA7,0.01138842,0.221601927
ENSG00000120262,CCDC170,0.011508568,0.223674804
ENSG00000166455,C16orf46,0.0116388,0.225938551
ENSG00000178150,ZNF114,0.01176292,0.228078427
ENSG00000167733,HSD11B1L,0.011879221,0.230061851
ENSG00000140497,SCAMP2,0.011909335,0.230373382
ENSG00000118690,ARMC2,0.01193009,0.230499149
ENSG00000128309,MPST,0.011943906,0.230499149
ENSG00000138463,DIRC2,0.011962571,0.230588394
ENSG00000154240,CEP112,0.012250576,0.235738917
ENSG00000115295,CLIP4,0.012273806,0.235738917
ENSG00000135336,ORC3,0.012292784,0.235738917
ENSG00000163608,C3orf17,0.012296833,0.235738917
ENSG00000204628,GNB2L1,0.012301544,0.235738917
ENSG00000108465,CDK5RAP3,0.012399029,0.237330138
ENSG00000108557,RAI1,0.012503669,0.239054429
ENSG00000165997,ARL5B,0.012526173,0.239206202
ENSG00000250608,.,0.012565639,0.239681164
ENSG00000205212,CCDC144NL,0.012694496,0.241858123
ENSG00000226049,TLK2P1,0.012751326,0.242659354
ENSG00000256667,KLRAP1,0.012888254,0.24498125
ENSG00000141985,SH3GL1,0.012995738,0.246738738
ENSG00000172113,NME6,0.013173549,0.249292716
ENSG00000182348,ZNF804B,0.013191686,0.249292716
ENSG00000165475,CRYL1,0.013199998,0.249292716
ENSG00000155984,TMEM185A,0.013203105,0.249292716
ENSG00000062716,VMP1,0.013206154,0.249292716
ENSG00000159248,GJD2,0.013346338,0.25164972
ENSG00000115145,STAM2,0.013431172,0.252958866
ENSG00000114805,PLCH1,0.013471188,0.253292227
ENSG00000103034,NDRG4,0.013479718,0.253292227
ENSG00000109089,CDR2L,0.013513971,0.253645649
ENSG00000105854,PON2,0.013538273,0.253811715
ENSG00000152782,PANK1,0.01355882,0.253907067
ENSG00000058804,TMEM48,0.013579025,0.253995813
ENSG00000181218,HIST3H2A,0.013628969,0.254639998
ENSG00000152527,PLEKHH2,0.013659841,0.254823889
ENSG00000204618,RNF39,0.013669844,0.254823889
ENSG00000138081,FBXO11,0.013711487,0.255310377
ENSG00000169976,SF3B5,0.013927188,0.259033081
ENSG00000260054,.,0.014087728,0.261722567
ENSG00000237977,.,0.014429151,0.26776265
ENSG00000072506,HSD17B10,0.014455176,0.267942835
ENSG00000259175,.,0.014560883,0.269597945
ENSG00000260708,.,0.01459496,0.26992459
ENSG00000174013,FBXO45,0.014664741,0.270910053
ENSG00000268592,.,0.014728819,0.271788077
ENSG00000239523,MYLK-AS1,0.014809623,0.272838182
ENSG00000175581,MRPL48,0.014818953,0.272838182
ENSG00000131061,ZNF341,0.014870451,0.273479753
ENSG00000181817,LSM10,0.014967542,0.274957435
ENSG00000246763,.,0.01522213,0.279303433
ENSG00000189108,IL1RAPL2,0.015238134,0.279303433
ENSG00000143061,IGSF3,0.015359018,0.281205305
ENSG00000083857,FAT1,0.015402917,0.28169499
ENSG00000090615,GOLGA3,0.015462988,0.282300697
ENSG00000254595,.,0.015470415,0.282300697
ENSG00000146143,PRIM2,0.015488832,0.282323072
ENSG00000162227,TAF6L,0.015572002,0.283524374
ENSG00000117533,VAMP4,0.015747675,0.286405382
ENSG00000235677,.,0.015815381,0.287318591
ENSG00000231889,TRAF3IP2-AS1,0.015841931,0.287482912
ENSG00000227953,.,0.015880335,0.287861751
ENSG00000168374,ARF4,0.016039476,0.290425934
ENSG00000236088,.,0.016319242,0.295166193
ENSG00000176912,C18orf56,0.016371924,0.295793304
ENSG00000136144,RCBTB1,0.016450619,0.296780702
ENSG00000005379,BZRAP1,0.016462718,0.296780702
ENSG00000187446,CHP1,0.016509775,0.297270681
ENSG00000235597,.,0.016526099,0.297270681
ENSG00000159131,GART,0.016623362,0.298693072
ENSG00000048740,CELF2,0.016717724,0.300060309
ENSG00000087470,DNM1L,0.016862254,0.302324021
ENSG00000143621,ILF2,0.016922853,0.303079632
ENSG00000104142,VPS18,0.016968058,0.303522224
ENSG00000113851,CRBN,0.016984529,0.303522224
ENSG00000119632,IFI27L2,0.01704748,0.304316041
ENSG00000165246,NLGN4Y,0.017179206,0.306334521
ENSG00000185291,IL3RA,0.017215034,0.306640452
ENSG00000151014,CCRN4L,0.017238244,0.306721212
ENSG00000087008,ACOX3,0.017289057,0.307292399
ENSG00000143367,TUFT1,0.017328132,0.307653954
ENSG00000185963,BICD2,0.017389906,0.308417299
ENSG00000116745,RPE65,0.017414214,0.308515247
ENSG00000112763,BTN2A1,0.017466951,0.309116096
ENSG00000137492,PRKRIR,0.017605901,0.311239737
ENSG00000078043,PIAS2,0.017788748,0.314133988
ENSG00000165568,AKR1E2,0.017856648,0.314994347
ENSG00000133895,MEN1,0.018031166,0.317731584
ENSG00000255595,.,0.018153628,0.319546654
ENSG00000172548,NIPAL4,0.018178254,0.319637541
ENSG00000254122,PCDHGB7,0.018271733,0.320937621
ENSG00000103855,CD276,0.018393938,0.322738927
ENSG00000153048,CARHSP1,0.018419858,0.322848803
ENSG00000096996,IL12RB1,0.018480627,0.323568594
ENSG00000100095,SEZ6L,0.018596673,0.32525363
ENSG00000068784,SRBD1,0.018631031,0.325507896
ENSG00000119522,DENND1A,0.018678344,0.325987723
ENSG00000204969,PCDHA2,0.018743864,0.326358665
ENSG00000197279,ZNF165,0.018749575,0.326358665
ENSG00000248175,.,0.018782126,0.326358665
ENSG00000092964,DPYSL2,0.018795818,0.326358665
ENSG00000223959,AFG3L1P,0.018798959,0.326358665
ENSG00000165553,NGB,0.018867501,0.327202716
ENSG00000196275,GTF2IRD2,0.019018798,0.329478609
ENSG00000132661,NXT1,0.019062087,0.329880563
ENSG00000106608,URGCP,0.019142302,0.3308323
ENSG00000137273,FOXF2,0.019157372,0.3308323
ENSG00000120158,RCL1,0.019208041,0.331247813
ENSG00000180044,C3orf80,0.019221772,0.331247813
ENSG00000145217,SLC26A1,0.019250047,0.331286582
ENSG00000147654,EBAG9,0.019264366,0.331286582
ENSG00000160124,CCDC58,0.019316779,0.331840438
ENSG00000257434,.,0.01946268,0.333997483
ENSG00000166823,MESP1,0.019508043,0.334426508
ENSG00000075415,SLC25A3,0.019616418,0.335933707
ENSG00000122042,UBL3,0.019783122,0.338435631
ENSG00000179943,FIZ1,0.019861688,0.339426112
ENSG00000115275,MOGS,0.019984027,0.341160364
ENSG00000123064,DDX54,0.020004715,0.341160364
ENSG00000156802,ATAD2,0.02009178,0.342289736
ENSG00000259644,.,0.020166173,0.343201091
ENSG00000135916,ITM2C,0.020205296,0.343510953
ENSG00000263002,ZNF234,0.020283328,0.344480961
ENSG00000254198,.,0.020424478,0.346519834
ENSG00000108381,ASPA,0.020637103,0.349765883
ENSG00000116199,FAM20B,0.020729194,0.350964489
ENSG00000137269,LRRC1,0.020759299,0.35108
ENSG00000025770,NCAPH2,0.020791403,0.35108
ENSG00000096968,JAK2,0.020803654,0.35108
ENSG00000112312,GMNN,0.020821526,0.35108
ENSG00000066933,MYO9A,0.020923143,0.3523464
ENSG00000188283,ZNF383,0.020939541,0.3523464
ENSG00000090924,PLEKHG2,0.021048132,0.353811121
ENSG00000231771,.,0.021228596,0.356479779
ENSG00000165312,OTUD1,0.021270315,0.356815504
ENSG00000170469,SPATA24,0.021347519,0.357745207
ENSG00000258559,.,0.021387289,0.358046331
ENSG00000197358,BNIP3P1,0.021433285,0.35845095
ENSG00000050628,PTGER3,0.021488223,0.358754774
ENSG00000236753,.,0.021497619,0.358754774
ENSG00000006283,CACNA1G,0.021516985,0.358754774
ENSG00000196214,ZNF766,0.021572617,0.359317529
ENSG00000167851,CD300A,0.021661919,0.360178841
ENSG00000184203,PPP1R2,0.021668191,0.360178841
ENSG00000266967,AARSD1,0.021698816,0.360323215
ENSG00000234585,CCT6P3,0.021907141,0.363415135
ENSG00000142512,SIGLEC10,0.021953647,0.363819118
